horizon,forecast_timestamp,block_number,predicted_mcp,zone,confidence,spike_probability,lower_bound,upper_bound,date
471,2026-06-09 17:30:00+05:30,71,6138.62,RED,0.4632,0.0997,5217.82,7059.41,2026-06-09
472,2026-06-09 17:45:00+05:30,72,6141.66,RED,0.4633,0.0997,5220.41,7062.91,2026-06-09
473,2026-06-09 18:00:00+05:30,73,6144.71,RED,0.4635,0.0997,5223.0,7066.41,2026-06-09
474,2026-06-09 18:15:00+05:30,74,6147.75,RED,0.4636,0.0997,5225.59,7069.92,2026-06-09
475,2026-06-09 18:30:00+05:30,75,6150.8,RED,0.4637,0.0997,5228.18,7073.42,2026-06-09
476,2026-06-09 18:45:00+05:30,76,6153.84,RED,0.4639,0.0997,5230.77,7076.92,2026-06-09
477,2026-06-09 19:00:00+05:30,77,6156.89,RED,0.464,0.0997,5233.36,7080.42,2026-06-09
478,2026-06-09 19:15:00+05:30,78,6159.94,RED,0.4642,0.0997,5235.95,7083.93,2026-06-09
479,2026-06-09 19:30:00+05:30,79,6162.98,RED,0.4643,0.0997,5238.53,7087.43,2026-06-09
480,2026-06-09 19:45:00+05:30,80,6166.03,RED,0.4644,0.0997,5241.12,7090.93,2026-06-09
481,2026-06-09 20:00:00+05:30,81,6169.07,RED,0.4646,0.0997,5243.71,7094.43,2026-06-09
482,2026-06-09 20:15:00+05:30,82,6172.12,RED,0.4647,0.0997,5246.3,7097.94,2026-06-09
483,2026-06-09 20:30:00+05:30,83,6175.17,RED,0.4649,0.0997,5248.89,7101.44,2026-06-09
484,2026-06-09 20:45:00+05:30,84,6178.21,RED,0.465,0.0997,5251.48,7104.94,2026-06-09
485,2026-06-09 21:00:00+05:30,85,6181.26,RED,0.4651,0.0997,5254.07,7108.45,2026-06-09
486,2026-06-09 21:15:00+05:30,86,6184.3,RED,0.4653,0.0997,5256.66,7111.95,2026-06-09
487,2026-06-09 21:30:00+05:30,87,6187.35,RED,0.4654,0.0997,5259.25,7115.45,2026-06-09
488,2026-06-09 21:45:00+05:30,88,6190.39,RED,0.4656,0.0997,5261.84,7118.95,2026-06-09
489,2026-06-09 22:00:00+05:30,89,6193.44,RED,0.6209,0.0997,5264.42,7122.46,2026-06-09
490,2026-06-09 22:15:00+05:30,90,6196.49,RED,0.6211,0.0997,5267.01,7125.96,2026-06-09
491,2026-06-09 22:30:00+05:30,91,6199.53,RED,0.6213,0.0997,5269.6,7129.46,2026-06-09
492,2026-06-09 22:45:00+05:30,92,6202.58,RED,0.6215,0.0997,5272.19,7132.96,2026-06-09
493,2026-06-09 23:00:00+05:30,93,6205.62,RED,0.6217,0.0997,5274.78,7136.47,2026-06-09
494,2026-06-09 23:15:00+05:30,94,6208.67,RED,0.6219,0.0997,5277.37,7139.97,2026-06-09
495,2026-06-09 23:30:00+05:30,95,6211.71,RED,0.6221,0.0997,5279.96,7143.47,2026-06-09
496,2026-06-09 23:45:00+05:30,96,6214.76,RED,0.6222,0.0997,5282.55,7146.97,2026-06-09
497,2026-06-10 00:00:00+05:30,1,6217.81,RED,0.6224,0.0997,5285.14,7150.48,2026-06-10
498,2026-06-10 00:15:00+05:30,2,6220.85,RED,0.6226,0.0997,5287.72,7153.98,2026-06-10
499,2026-06-10 00:30:00+05:30,3,6223.9,RED,0.6228,0.0997,5290.31,7157.48,2026-06-10
500,2026-06-10 00:45:00+05:30,4,6226.94,RED,0.623,0.0997,5292.9,7160.99,2026-06-10
501,2026-06-10 01:00:00+05:30,5,6229.99,RED,0.6232,0.0997,5295.49,7164.49,2026-06-10
502,2026-06-10 01:15:00+05:30,6,6233.04,RED,0.6234,0.0997,5298.08,7167.99,2026-06-10
503,2026-06-10 01:30:00+05:30,7,6236.08,RED,0.6235,0.0997,5300.67,7171.49,2026-06-10
504,2026-06-10 01:45:00+05:30,8,6239.13,RED,0.6237,0.0997,5303.26,7175.0,2026-06-10
505,2026-06-10 02:00:00+05:30,9,6242.17,RED,0.6239,0.0997,5305.85,7178.5,2026-06-10
506,2026-06-10 02:15:00+05:30,10,6245.22,RED,0.6241,0.0997,5308.44,7182.0,2026-06-10
507,2026-06-10 02:30:00+05:30,11,6248.26,RED,0.6243,0.0997,5311.02,7185.5,2026-06-10
508,2026-06-10 02:45:00+05:30,12,6251.31,RED,0.6245,0.0997,5313.61,7189.01,2026-06-10
509,2026-06-10 03:00:00+05:30,13,6254.36,RED,0.6246,0.0997,5316.2,7192.51,2026-06-10
510,2026-06-10 03:15:00+05:30,14,6257.4,RED,0.6248,0.0997,5318.79,7196.01,2026-06-10
511,2026-06-10 03:30:00+05:30,15,6260.45,RED,0.625,0.0997,5321.38,7199.51,2026-06-10
512,2026-06-10 03:45:00+05:30,16,6263.49,RED,0.6252,0.0997,5323.97,7203.02,2026-06-10
513,2026-06-10 04:00:00+05:30,17,6266.54,RED,0.6254,0.0997,5326.56,7206.52,2026-06-10
514,2026-06-10 04:15:00+05:30,18,6269.58,RED,0.6255,0.0997,5329.15,7210.02,2026-06-10
515,2026-06-10 04:30:00+05:30,19,6272.63,RED,0.6257,0.0997,5331.74,7213.53,2026-06-10
516,2026-06-10 04:45:00+05:30,20,6275.68,RED,0.6259,0.0997,5334.32,7217.03,2026-06-10
517,2026-06-10 05:00:00+05:30,21,6278.72,RED,0.6261,0.0997,5336.91,7220.53,2026-06-10
518,2026-06-10 05:15:00+05:30,22,6281.77,RED,0.6263,0.0997,5339.5,7224.03,2026-06-10
519,2026-06-10 05:30:00+05:30,23,6284.81,RED,0.6265,0.0997,5342.09,7227.54,2026-06-10
520,2026-06-10 05:45:00+05:30,24,6287.86,RED,0.6266,0.0997,5344.68,7231.04,2026-06-10
521,2026-06-10 06:00:00+05:30,25,6290.91,RED,0.6268,0.0997,5347.27,7234.54,2026-06-10
522,2026-06-10 06:15:00+05:30,26,6293.95,RED,0.627,0.0997,5349.86,7238.04,2026-06-10
523,2026-06-10 06:30:00+05:30,27,6297.0,RED,0.6272,0.0997,5352.45,7241.55,2026-06-10
524,2026-06-10 06:45:00+05:30,28,6300.04,RED,0.6274,0.0997,5355.04,7245.05,2026-06-10
525,2026-06-10 07:00:00+05:30,29,6303.09,RED,0.6275,0.0997,5357.63,7248.55,2026-06-10
526,2026-06-10 07:15:00+05:30,30,6306.13,RED,0.6277,0.0997,5360.21,7252.05,2026-06-10
527,2026-06-10 07:30:00+05:30,31,6309.18,RED,0.6279,0.0997,5362.8,7255.56,2026-06-10
528,2026-06-10 07:45:00+05:30,32,6312.23,RED,0.6281,0.0997,5365.39,7259.06,2026-06-10
529,2026-06-10 08:00:00+05:30,33,6315.27,RED,0.7225,0.0997,5367.98,7262.56,2026-06-10
530,2026-06-10 08:15:00+05:30,34,6318.32,RED,0.7227,0.0997,5370.57,7266.07,2026-06-10
531,2026-06-10 08:30:00+05:30,35,6321.36,RED,0.7229,0.0997,5373.16,7269.57,2026-06-10
532,2026-06-10 08:45:00+05:30,36,6324.41,RED,0.7231,0.0997,5375.75,7273.07,2026-06-10
533,2026-06-10 09:00:00+05:30,37,6327.45,RED,0.7233,0.0997,5378.34,7276.57,2026-06-10
534,2026-06-10 09:15:00+05:30,38,6330.5,RED,0.7235,0.0997,5380.93,7280.08,2026-06-10
535,2026-06-10 09:30:00+05:30,39,6333.55,RED,0.7237,0.0997,5383.51,7283.58,2026-06-10
536,2026-06-10 09:45:00+05:30,40,6336.59,RED,0.7239,0.0997,5386.1,7287.08,2026-06-10
537,2026-06-10 10:00:00+05:30,41,6339.64,RED,0.7241,0.0997,5388.69,7290.58,2026-06-10
538,2026-06-10 10:15:00+05:30,42,6342.68,RED,0.7243,0.0997,5391.28,7294.09,2026-06-10
539,2026-06-10 10:30:00+05:30,43,6345.73,RED,0.7245,0.0997,5393.87,7297.59,2026-06-10
540,2026-06-10 10:45:00+05:30,44,6348.78,RED,0.7248,0.0997,5396.46,7301.09,2026-06-10
541,2026-06-10 11:00:00+05:30,45,6351.82,RED,0.725,0.0997,5399.05,7304.59,2026-06-10
542,2026-06-10 11:15:00+05:30,46,6354.87,RED,0.7252,0.0997,5401.64,7308.1,2026-06-10
543,2026-06-10 11:30:00+05:30,47,6357.91,RED,0.7254,0.0997,5404.23,7311.6,2026-06-10
544,2026-06-10 11:45:00+05:30,48,6360.96,RED,0.7256,0.0997,5406.81,7315.1,2026-06-10
545,2026-06-10 12:00:00+05:30,49,6364.0,RED,0.7258,0.0997,5409.4,7318.6,2026-06-10
546,2026-06-10 12:15:00+05:30,50,6367.05,RED,0.726,0.0997,5411.99,7322.11,2026-06-10
547,2026-06-10 12:30:00+05:30,51,6370.1,RED,0.7262,0.0997,5414.58,7325.61,2026-06-10
548,2026-06-10 12:45:00+05:30,52,6373.14,RED,0.7264,0.0997,5417.17,7329.11,2026-06-10
549,2026-06-10 13:00:00+05:30,53,6376.19,RED,0.7266,0.0997,5419.76,7332.62,2026-06-10
550,2026-06-10 13:15:00+05:30,54,6379.23,RED,0.7268,0.0997,5422.35,7336.12,2026-06-10
551,2026-06-10 13:30:00+05:30,55,6382.28,RED,0.727,0.0997,5424.94,7339.62,2026-06-10
552,2026-06-10 13:45:00+05:30,56,6385.32,RED,0.7272,0.0997,5427.53,7343.12,2026-06-10
553,2026-06-10 14:00:00+05:30,57,6388.37,RED,0.7274,0.0997,5430.12,7346.63,2026-06-10
554,2026-06-10 14:15:00+05:30,58,6391.42,RED,0.7276,0.0997,5432.7,7350.13,2026-06-10
555,2026-06-10 14:30:00+05:30,59,6394.46,RED,0.7278,0.0997,5435.29,7353.63,2026-06-10
556,2026-06-10 14:45:00+05:30,60,6397.51,RED,0.728,0.0997,5437.88,7357.13,2026-06-10
557,2026-06-10 15:00:00+05:30,61,6400.55,RED,0.5382,0.0997,5440.47,7360.64,2026-06-10
558,2026-06-10 15:15:00+05:30,62,6403.6,RED,0.5384,0.0997,5443.06,7364.14,2026-06-10
559,2026-06-10 15:30:00+05:30,63,6406.65,RED,0.5385,0.0997,5445.65,7367.64,2026-06-10
560,2026-06-10 15:45:00+05:30,64,6409.69,RED,0.5387,0.0997,5448.24,7371.14,2026-06-10
561,2026-06-10 16:00:00+05:30,65,6412.74,RED,0.5388,0.0997,5450.83,7374.65,2026-06-10
562,2026-06-10 16:15:00+05:30,66,6415.78,RED,0.539,0.0997,5453.42,7378.15,2026-06-10
563,2026-06-10 16:30:00+05:30,67,6418.83,RED,0.5391,0.0997,5456.0,7381.65,2026-06-10
564,2026-06-10 16:45:00+05:30,68,6421.87,RED,0.4758,0.0997,5458.59,7385.16,2026-06-10
565,2026-06-10 17:00:00+05:30,69,6424.92,RED,0.476,0.0997,5461.18,7388.66,2026-06-10
566,2026-06-10 17:15:00+05:30,70,6427.97,RED,0.4761,0.0997,5463.77,7392.16,2026-06-10
567,2026-06-10 17:30:00+05:30,71,6431.01,RED,0.4762,0.0997,5466.36,7395.66,2026-06-10
568,2026-06-10 17:45:00+05:30,72,6434.06,RED,0.4763,0.0997,5468.95,7399.17,2026-06-10
569,2026-06-10 18:00:00+05:30,73,6437.1,RED,0.4765,0.0997,5471.54,7402.67,2026-06-10
570,2026-06-10 18:15:00+05:30,74,6440.15,RED,0.4766,0.0997,5474.13,7406.17,2026-06-10
571,2026-06-10 18:30:00+05:30,75,6443.19,RED,0.4767,0.0997,5476.72,7409.67,2026-06-10
572,2026-06-10 18:45:00+05:30,76,6446.24,RED,0.4769,0.0997,5479.3,7413.18,2026-06-10
573,2026-06-10 19:00:00+05:30,77,6449.29,RED,0.477,0.0997,5481.89,7416.68,2026-06-10
574,2026-06-10 19:15:00+05:30,78,6452.33,RED,0.4771,0.0997,5484.48,7420.18,2026-06-10
575,2026-06-10 19:30:00+05:30,79,6455.38,RED,0.4772,0.0997,5487.07,7423.68,2026-06-10
576,2026-06-10 19:45:00+05:30,80,6458.42,RED,0.4774,0.0997,5489.66,7427.19,2026-06-10
577,2026-06-10 20:00:00+05:30,81,6461.47,RED,0.4775,0.0997,5492.25,7430.69,2026-06-10
578,2026-06-10 20:15:00+05:30,82,6464.52,RED,0.4776,0.0997,5494.84,7434.19,2026-06-10
579,2026-06-10 20:30:00+05:30,83,6467.56,RED,0.4778,0.0997,5497.43,7437.7,2026-06-10
580,2026-06-10 20:45:00+05:30,84,6470.61,RED,0.4779,0.0997,5500.02,7441.2,2026-06-10
581,2026-06-10 21:00:00+05:30,85,6473.65,RED,0.478,0.0997,5502.6,7444.7,2026-06-10
582,2026-06-10 21:15:00+05:30,86,6476.7,RED,0.4781,0.0997,5505.19,7448.2,2026-06-10
583,2026-06-10 21:30:00+05:30,87,6479.74,RED,0.4783,0.0997,5507.78,7451.71,2026-06-10
584,2026-06-10 21:45:00+05:30,88,6482.79,RED,0.4784,0.0997,5510.37,7455.21,2026-06-10
585,2026-06-10 22:00:00+05:30,89,6485.84,RED,0.638,0.0997,5512.96,7458.71,2026-06-10
586,2026-06-10 22:15:00+05:30,90,6488.88,RED,0.6382,0.0997,5515.55,7462.21,2026-06-10
587,2026-06-10 22:30:00+05:30,91,6491.93,RED,0.6384,0.0997,5518.14,7465.72,2026-06-10
588,2026-06-10 22:45:00+05:30,92,6494.97,RED,0.6385,0.0997,5520.73,7469.22,2026-06-10
589,2026-06-10 23:00:00+05:30,93,6498.02,RED,0.6387,0.0997,5523.32,7472.72,2026-06-10
590,2026-06-10 23:15:00+05:30,94,6501.06,RED,0.6389,0.0997,5525.91,7476.22,2026-06-10
591,2026-06-10 23:30:00+05:30,95,6504.11,RED,0.6391,0.0997,5528.49,7479.73,2026-06-10
592,2026-06-10 23:45:00+05:30,96,6507.16,RED,0.6392,0.0997,5531.08,7483.23,2026-06-10
593,2026-06-11 00:00:00+05:30,1,6510.2,RED,0.6394,0.0997,5533.67,7486.73,2026-06-11
594,2026-06-11 00:15:00+05:30,2,6513.25,RED,0.6396,0.0997,5536.26,7490.24,2026-06-11
595,2026-06-11 00:30:00+05:30,3,6516.29,RED,0.6397,0.0997,5538.85,7493.74,2026-06-11
596,2026-06-11 00:45:00+05:30,4,6519.34,RED,0.6399,0.0997,5541.44,7497.24,2026-06-11
597,2026-06-11 01:00:00+05:30,5,6522.39,RED,0.6401,0.0997,5544.03,7500.74,2026-06-11
598,2026-06-11 01:15:00+05:30,6,6525.43,RED,0.6402,0.0997,5546.62,7504.25,2026-06-11
599,2026-06-11 01:30:00+05:30,7,6528.48,RED,0.6404,0.0997,5549.21,7507.75,2026-06-11
600,2026-06-11 01:45:00+05:30,8,6531.52,RED,0.6406,0.0997,5551.79,7511.25,2026-06-11
601,2026-06-11 02:00:00+05:30,9,6534.57,RED,0.6407,0.0997,5554.38,7514.75,2026-06-11
602,2026-06-11 02:15:00+05:30,10,6537.61,RED,0.6409,0.0997,5556.97,7518.26,2026-06-11
603,2026-06-11 02:30:00+05:30,11,6540.66,RED,0.6411,0.0997,5559.56,7521.76,2026-06-11
604,2026-06-11 02:45:00+05:30,12,6543.71,RED,0.6412,0.0997,5562.15,7525.26,2026-06-11
605,2026-06-11 03:00:00+05:30,13,6546.75,RED,0.6414,0.0997,5564.74,7528.76,2026-06-11
606,2026-06-11 03:15:00+05:30,14,6549.8,RED,0.6416,0.0997,5567.33,7532.27,2026-06-11
607,2026-06-11 03:30:00+05:30,15,6552.84,RED,0.6417,0.0997,5569.92,7535.77,2026-06-11
608,2026-06-11 03:45:00+05:30,16,6555.89,RED,0.6419,0.0997,5572.51,7539.27,2026-06-11
609,2026-06-11 04:00:00+05:30,17,6558.93,RED,0.6421,0.0997,5575.09,7542.78,2026-06-11
610,2026-06-11 04:15:00+05:30,18,6561.98,RED,0.6422,0.0997,5577.68,7546.28,2026-06-11
611,2026-06-11 04:30:00+05:30,19,6565.03,RED,0.6424,0.0997,5580.27,7549.78,2026-06-11
612,2026-06-11 04:45:00+05:30,20,6568.07,RED,0.6426,0.0997,5582.86,7553.28,2026-06-11
613,2026-06-11 05:00:00+05:30,21,6571.12,RED,0.6427,0.0997,5585.45,7556.79,2026-06-11
614,2026-06-11 05:15:00+05:30,22,6574.16,RED,0.6429,0.0997,5588.04,7560.29,2026-06-11
615,2026-06-11 05:30:00+05:30,23,6577.21,RED,0.6431,0.0997,5590.63,7563.79,2026-06-11
616,2026-06-11 05:45:00+05:30,24,6580.26,RED,0.6432,0.0997,5593.22,7567.29,2026-06-11
617,2026-06-11 06:00:00+05:30,25,6583.3,RED,0.6434,0.0997,5595.81,7570.8,2026-06-11
618,2026-06-11 06:15:00+05:30,26,6586.35,RED,0.6436,0.0997,5598.39,7574.3,2026-06-11
619,2026-06-11 06:30:00+05:30,27,6589.39,RED,0.6437,0.0997,5600.98,7577.8,2026-06-11
620,2026-06-11 06:45:00+05:30,28,6592.44,RED,0.6439,0.0997,5603.57,7581.3,2026-06-11
621,2026-06-11 07:00:00+05:30,29,6595.48,RED,0.6441,0.0997,5606.16,7584.81,2026-06-11
622,2026-06-11 07:15:00+05:30,30,6598.53,RED,0.6442,0.0997,5608.75,7588.31,2026-06-11
623,2026-06-11 07:30:00+05:30,31,6601.58,RED,0.6444,0.0997,5611.34,7591.81,2026-06-11
624,2026-06-11 07:45:00+05:30,32,6604.62,RED,0.6445,0.0997,5613.93,7595.31,2026-06-11
625,2026-06-11 08:00:00+05:30,33,6607.67,RED,0.7414,0.0997,5616.52,7598.82,2026-06-11
626,2026-06-11 08:15:00+05:30,34,6610.71,RED,0.7416,0.0997,5619.11,7602.32,2026-06-11
627,2026-06-11 08:30:00+05:30,35,6613.76,RED,0.7418,0.0997,5621.7,7605.82,2026-06-11
628,2026-06-11 08:45:00+05:30,36,6616.8,RED,0.742,0.0997,5624.28,7609.33,2026-06-11
629,2026-06-11 09:00:00+05:30,37,6619.85,RED,0.7422,0.0997,5626.87,7612.83,2026-06-11
630,2026-06-11 09:15:00+05:30,38,6622.9,RED,0.7424,0.0997,5629.46,7616.33,2026-06-11
631,2026-06-11 09:30:00+05:30,39,6625.94,RED,0.7425,0.0997,5632.05,7619.83,2026-06-11
632,2026-06-11 09:45:00+05:30,40,6628.99,RED,0.7427,0.0997,5634.64,7623.34,2026-06-11
633,2026-06-11 10:00:00+05:30,41,6632.03,RED,0.7429,0.0997,5637.23,7626.84,2026-06-11
634,2026-06-11 10:15:00+05:30,42,6635.08,RED,0.7431,0.0997,5639.82,7630.34,2026-06-11
635,2026-06-11 10:30:00+05:30,43,6638.13,RED,0.7433,0.0997,5642.41,7633.84,2026-06-11
636,2026-06-11 10:45:00+05:30,44,6641.17,RED,0.7435,0.0997,5645.0,7637.35,2026-06-11
637,2026-06-11 11:00:00+05:30,45,6644.22,RED,0.7437,0.0997,5647.58,7640.85,2026-06-11
638,2026-06-11 11:15:00+05:30,46,6647.26,RED,0.7438,0.0997,5650.17,7644.35,2026-06-11
639,2026-06-11 11:30:00+05:30,47,6650.31,RED,0.744,0.0997,5652.76,7647.85,2026-06-11
640,2026-06-11 11:45:00+05:30,48,6653.35,RED,0.7442,0.0997,5655.35,7651.36,2026-06-11
641,2026-06-11 12:00:00+05:30,49,6656.4,RED,0.7444,0.0997,5657.94,7654.86,2026-06-11
642,2026-06-11 12:15:00+05:30,50,6659.45,RED,0.7446,0.0997,5660.53,7658.36,2026-06-11
643,2026-06-11 12:30:00+05:30,51,6662.49,RED,0.7448,0.0997,5663.12,7661.87,2026-06-11
644,2026-06-11 12:45:00+05:30,52,6665.54,RED,0.745,0.0997,5665.71,7665.37,2026-06-11
645,2026-06-11 13:00:00+05:30,53,6668.58,RED,0.7451,0.0997,5668.3,7668.87,2026-06-11
646,2026-06-11 13:15:00+05:30,54,6671.63,RED,0.7453,0.0997,5670.88,7672.37,2026-06-11
647,2026-06-11 13:30:00+05:30,55,6674.67,RED,0.7455,0.0997,5673.47,7675.88,2026-06-11
648,2026-06-11 13:45:00+05:30,56,6677.72,RED,0.7457,0.0997,5676.06,7679.38,2026-06-11
649,2026-06-11 14:00:00+05:30,57,6680.77,RED,0.7459,0.0997,5678.65,7682.88,2026-06-11
650,2026-06-11 14:15:00+05:30,58,6683.81,RED,0.7461,0.0997,5681.24,7686.38,2026-06-11
651,2026-06-11 14:30:00+05:30,59,6686.86,RED,0.7463,0.0997,5683.83,7689.89,2026-06-11
652,2026-06-11 14:45:00+05:30,60,6689.9,RED,0.7464,0.0997,5686.42,7693.39,2026-06-11
653,2026-06-11 15:00:00+05:30,61,6692.95,RED,0.5518,0.0997,5689.01,7696.89,2026-06-11
654,2026-06-11 15:15:00+05:30,62,6696.0,RED,0.552,0.0997,5691.6,7700.39,2026-06-11
655,2026-06-11 15:30:00+05:30,63,6699.04,RED,0.5521,0.0997,5694.18,7703.9,2026-06-11
656,2026-06-11 15:45:00+05:30,64,6702.09,RED,0.5523,0.0997,5696.77,7707.4,2026-06-11
657,2026-06-11 16:00:00+05:30,65,6705.13,RED,0.5524,0.0997,5699.36,7710.9,2026-06-11
658,2026-06-11 16:15:00+05:30,66,6708.18,RED,0.5525,0.0997,5701.95,7714.41,2026-06-11
659,2026-06-11 16:30:00+05:30,67,6711.22,RED,0.5527,0.0997,5704.54,7717.91,2026-06-11
660,2026-06-11 16:45:00+05:30,68,6714.27,RED,0.4878,0.0997,5707.13,7721.41,2026-06-11
661,2026-06-11 17:00:00+05:30,69,6717.32,RED,0.4879,0.0997,5709.72,7724.91,2026-06-11
662,2026-06-11 17:15:00+05:30,70,6720.36,RED,0.488,0.0997,5712.31,7728.42,2026-06-11
663,2026-06-11 17:30:00+05:30,71,6723.41,RED,0.4881,0.0997,5714.9,7731.92,2026-06-11
664,2026-06-11 17:45:00+05:30,72,6726.45,RED,0.4882,0.0997,5717.49,7735.42,2026-06-11
665,2026-06-11 18:00:00+05:30,73,6729.5,RED,0.4884,0.0997,5720.07,7738.92,2026-06-11
666,2026-06-11 18:15:00+05:30,74,6732.54,RED,0.4885,0.0997,5722.66,7742.43,2026-06-11
667,2026-06-11 18:30:00+05:30,75,6735.59,RED,0.4886,0.0997,5725.25,7745.93,2026-06-11
668,2026-06-11 18:45:00+05:30,76,6738.64,RED,0.4887,0.0997,5727.84,7749.43,2026-06-11
669,2026-06-11 19:00:00+05:30,77,6741.68,RED,0.4888,0.0997,5730.43,7752.93,2026-06-11
670,2026-06-11 19:15:00+05:30,78,6744.73,RED,0.4889,0.0997,5733.02,7756.44,2026-06-11
671,2026-06-11 19:30:00+05:30,79,6747.77,RED,0.4891,0.0997,5735.61,7759.94,2026-06-11
672,2026-06-11 19:45:00+05:30,80,6750.82,RED,0.4892,0.0997,5738.2,7763.44,2026-06-11
